mat alpha																
Synced to SGD on Sat Jul  8 00:51:38 2017
Plate #	Row	Column	ORF	Gene	Alias	Description	GO Biological Process	GO Molecular Function	GO Cellular Component	go term	record no.	strain	batch	rg notes	consortium notes	bob's notes from 9/2004	
1	C	4	YAL030W	SNC1	SNAP receptor SNC1	Vesicle membrane receptor protein (v-SNARE); involved in the fusion between Golgi-derived secretory vesicles with the plasma membrane; proposed to be involved in endocytosis; member of the synaptobrevin/VAMP family of R-type v-SNARE proteins; SNC1 has a paralog, SNC2, that arose from the whole genome duplication	organelle fusion, vesicle organization, membrane fusion, Golgi vesicle transport, exocytosis, endocytosis	other	cytoplasmic vesicle, endomembrane system, cellular bud, membrane, site of polarized growth, Golgi apparatus, cytoplasm, plasma membrane	"Golgi apparatus, cytoplasm, cytoplasmic membrane-bounded vesicle, membrane, membrane organization and biogenesis, organelle organization and biogenesis, protein binding, transport, vesicle-mediated transport"	10378	BY4739	01_1	
1	C	5	YAL029C	MYO4	myosin 4|SHE1|FUN22	Type V myosin motor involved in actin-based transport of cargos; required for mRNA transport, including ASH1 mRNA, and facilitating the growth and movement of ER tubules into the growing bud along with She3p; MYO4 has a paralog, MYO2, that arose from the whole genome duplication	organelle inheritance	cytoskeletal protein binding, hydrolase activity	cellular bud, site of polarized growth, cytoskeleton, mitochondrion, cytoplasm	"DNA metabolic process, cellular bud, cytoskeleton, mitochondrion, motor activity, organelle organization and biogenesis, other, protein binding"	10379	BY4739	01_1	
1	C	6	YAL028W	FRT2	HPH2	Tail-anchored ER membrane protein of unknown function; interacts with homolog Frt1p; promotes growth in conditions of high Na+, alkaline pH, or cell wall stress, possibly via a role in posttranslational translocation; potential Cdc28p substrate; FRT2 has a paralog, FRT1, that arose from the whole genome duplication	response to osmotic stress	molecular_function	endomembrane system, endoplasmic reticulum, cytoplasm	"endoplasmic reticulum, molecular_function, response to stress"	10380	BY4739	01_1	
1	C	7	YAL026C	DRS2	aminophospholipid-translocating P4-type ATPase DRS2|SWA3|FUN38	Trans-golgi network aminophospholipid translocase (flippase); maintains membrane lipid asymmetry in post-Golgi secretory vesicles; contributes to clathrin-coated vesicle formation, endocytosis, protein trafficking between the Golgi and endosomal system and the cellular response to mating pheromone; autoinhibited by its C-terminal tail; localizes to the trans-Golgi network; mutations in human homolog ATP8B1 result in liver disease	response to chemical, ribosome assembly, Golgi vesicle transport, lipid transport, conjugation, ion transport, organelle assembly, ribosomal small subunit biogenesis, endosomal transport, endocytosis	hydrolase activity, ATPase activity	Golgi apparatus, endomembrane system, membrane, endoplasmic reticulum, cytoplasm	"Golgi apparatus, cytoplasm, hydrolase activity, membrane organization and biogenesis, organelle organization and biogenesis, ribosome biogenesis, transport, transporter activity, vesicle-mediated transport"	10382	BY4739	01_1	
1	C	8	YAL023C	PMT2	dolichyl-phosphate-mannose-protein mannosyltransferase PMT2|FUN25	Protein O-mannosyltransferase of the ER membrane; transfers mannose residues from dolichyl phosphate-D-mannose to protein serine/threonine residues; involved in ER quality control; acts in a complex with Pmt1p, can instead interact with Pmt5p; antifungal drug target; PMT2 has a paralog, PMT3, that arose from the whole genome duplication	response to chemical, proteolysis involved in cellular protein catabolic process, protein glycosylation, signaling	transferase activity, transferring glycosyl groups, transferase activity	endomembrane system, membrane, endoplasmic reticulum, cytoplasm	"endoplasmic reticulum, protein modification process, transferase activity"	10385	BY4739	01_1	
1	C	9	YAL022C	FUN26	nucleoside transmembrane transporter FUN26	High affinity, broad selectivity, nucleoside/nucleobase transporter; vacuolar membrane localized transporter which may regulate the balance of nicotinamide riboside (NmR) levels between the cytosol and vacuole, contributing to salvage of NmR for use in cytosolic NAD+ synthesis; equilibrative nucleoside transporter (ENT) family member	transmembrane transport, nucleobase-containing compound transport	transmembrane transporter activity	membrane, vacuole, cytoplasm	"membrane, other, transport, transporter activity"	10386	BY4739	01_1	
1	C	10	YAL021C	CCR4	CCR4-NOT core exoribonuclease subunit CCR4|NUT21|FUN27	Component of the CCR4-NOT transcriptional complex; CCR4-NOT is involved in regulation of gene expression; component of the major cytoplasmic deadenylase, which is involved in mRNA poly(A) tail shortening	mitotic cell cycle, DNA replication, RNA catabolic process, regulation of DNA metabolic process, transcription from RNA polymerase II promoter, regulation of cell cycle, DNA-templated transcription, elongation	hydrolase activity, nuclease activity	nucleus, cytoplasm	"DNA metabolic process, RNA metabolic process, cell cycle, cytoplasm, hydrolase activity, nucleus, response to chemical stimulus, transcription"	10387	BY4739	01_1	
1	C	11	YAL020C	ATS1	KTI13|FUN28	Protein required for modification of wobble nucleosides in tRNA; acts with Elongator complex, Kti11p, and Kti12p; has a potential role in regulatory interactions between microtubules and the cell cycle; forms a stable heterodimer with Kti11p	tRNA processing, cell budding, cytoskeleton organization, RNA modification	molecular_function	cytoplasm	"RNA metabolic process, cell budding, cytoplasm, cytoskeleton organization and biogenesis, molecular_function, organelle organization and biogenesis"	10388	BY4739	01_1	
1	C	12	YAL019W	FUN30	DNA-dependent ATPase FUN30	Snf2p family member with ATP-dependent chromatin remodeling activity; has a role in silencing at the mating type locus, telomeres and centromeres; enriched at centromeres and is required for correct chromatin structure around centromeres, as well as at the boundary element of the silent HMR; recruited to DNA double-strand breaks (DSBs) where it promotes 5' strand resection of DSBs; potential Cdc28p substrate	DNA repair, chromatin organization, cellular response to DNA damage stimulus, transcription from RNA polymerase II promoter	chromatin binding, hydrolase activity, DNA binding, ATPase activity	nucleus, chromosome, mitochondrion, cytoplasm	"mitochondrion, molecular_function, nucleus, organelle organization and biogenesis"	10389	BY4739	01_1	
1	D	1	YAL018C	LDS1	-	Protein Involved in spore wall assembly; localizes to lipid droplets found on or outside of the prospore membrane; shares similarity with Lds2p and Rrt8p, and a strain mutant for all 3 genes exhibits reduced dityrosine fluorescence relative to the single mutants	meiotic cell cycle, sporulation, cell wall organization or biogenesis	molecular_function	cell wall, membrane	"biological_process, cellular_component, molecular_function"	10390	BY4739	01_1	
1	D	2	YAL017W	PSK1	serine/threonine protein kinase PSK1|FUN31	PAS domain-containing serine/threonine protein kinase; coordinately regulates protein synthesis and carbohydrate metabolism and storage in response to a unknown metabolite that reflects nutritional status; PSK1 has a paralog, PSK2, that arose from the whole genome duplication	carbohydrate metabolic process, protein phosphorylation, generation of precursor metabolites and energy	kinase activity, transferase activity	cytoplasm	"carbohydrate metabolic process, cell wall organization and biogenesis, cytoplasm, protein kinase activity, protein modification process, transferase activity"	10391	BY4739	01_1	
1	D	3	YAL015C	NTG1	bifunctional N-glycosylase/AP lyase NTG1|ogg2|SCR1|FUN33	DNA N-glycosylase and apurinic/apyrimidinic (AP) lyase; involved in base excision repair; acts in both nucleus and mitochondrion; creates a double-strand break at mtDNA origins that stimulates replication in response to oxidative stress; required for maintaining mitochondrial genome integrity; NTG1 has a paralog, NTG2, that arose from the whole genome duplication	DNA repair, response to chemical, DNA replication, mitochondrion organization, regulation of organelle organization, cellular response to DNA damage stimulus, response to oxidative stress, regulation of DNA metabolic process	hydrolase activity, hydrolase activity, acting on glycosyl bonds, lyase activity, nuclease activity	nucleus, mitochondrion, cytoplasm	"DNA metabolic process, hydrolase activity, lyase activity, mitochondrion, nucleus, response to stress"	10393	BY4739	01_1	
1	D	4	YAL014C	SYN8	syntaxin|SLT2|UIP2	Endosomal SNARE related to mammalian syntaxin 8	other	other	cytoplasmic vesicle, endomembrane system, cytoplasm	"cytoplasm, protein binding, transport"	10394	BY4739	01_1	
1	D	5	YAL013W	DEP1	Rpd3L histone deacetylase complex subunit DEP1|FUN54	Component of the Rpd3L histone deacetylase complex; required for diauxic shift-induced histone H2B deposition onto rDNA genes; transcriptional modulator involved in regulation of structural phospholipid biosynthesis genes and metabolically unrelated genes, as well as maintenance of telomeres, mating efficiency, and sporulation	response to heat, carbohydrate metabolic process, chromatin organization, DNA replication, histone modification, lipid metabolic process, regulation of DNA metabolic process, transcription from RNA polymerase II promoter	molecular_function	nucleus, chromosome	"RNA metabolic process, hydrolase activity, lipid metabolic process, nucleus, organelle organization and biogenesis, protein modification process, transcription, transcription regulator activity"	10395	BY4739	01_1	
1	D	6	YAL011W	SWC3	SWC1	Protein of unknown function; component of the SWR1 complex, which exchanges histone variant H2AZ (Htz1p) for chromatin-bound histone H2A; required for formation of nuclear-associated array of smooth endoplasmic reticulum known as karmellae	chromatin organization	molecular_function	nucleus, chromosome, mitochondrion, cytoplasm	"mitochondrion, molecular_function, nucleus, organelle organization and biogenesis, response to chemical stimulus"	10397	BY4739	01_1	
1	D	7	YAL010C	MDM10	FUN37	Subunit of both the ERMES and the SAM complex; component of ERMES complex which acts as a molecular tether between the mitochondria and the ER, necessary for efficient phospholipid exchange between organelles and for mitophagy; SAM/TOB complex component that functions in the assembly of outer membrane beta-barrel proteins; involved in mitochondrial inheritance and morphology; ERMES complex is often co-localized with peroxisomes and concentrated areas of pyruvate dehydrogenase	protein targeting, mitochondrion organization, transmembrane transport, ion transport, protein complex biogenesis, lipid transport	molecular_function	endomembrane system, mitochondrion, membrane, mitochondrial envelope, endoplasmic reticulum, cytoplasm	"cytoplasm, membrane, membrane organization and biogenesis, mitochondrial envelope, mitochondrion, molecular_function, organelle organization and biogenesis, other, transport"	10398	BY4739	01_1	
1	D	8	YAL009W	SPO7	Nem1-Spo7 phosphatase regulatory subunit SPO7	Putative regulatory subunit of Nem1p-Spo7p phosphatase holoenzyme; regulates nuclear growth by controlling phospholipid biosynthesis, required for normal nuclear envelope morphology, premeiotic replication, and sporulation	protein dephosphorylation, lipid metabolic process, nucleus organization	phosphatase activity, hydrolase activity	endomembrane system, membrane, endoplasmic reticulum, cytoplasm	"endomembrane system, meiosis, membrane, nuclear organization and biogenesis, phosphoprotein phosphatase activity, sporulation"	10399	BY4739	01_1	
1	D	9	YAL008W	FUN14	MCP3	Integral mitochondrial outer membrane (MOM) protein; dosage suppressor of an MDM10 null that reduces ERMES-related phenotypes, such as alterations in mitochondrial morphology, protein complex assembly, and lipid profile; dosage suppressor of MDM12, MDM34, and MMM1 null mutant growth defects; novel mechanism of MOM import involving Tom70p, the TOM complex, and the TIM23 complex, requiring mitochondrial membrane potential and processing by the IMP complex for correct biogenesis	mitochondrion organization	molecular_function	membrane, mitochondrial envelope, mitochondrion, cytoplasm	"biological_process, cytoplasm, membrane, mitochondrial envelope, mitochondrion, molecular_function"	10400	BY4739	01_1	
1	D	10	YAL007C	ERP2	-	Member of the p24 family involved in ER to Golgi transport; similar to Emp24p and Erv25p; role in misfolded protein quality control; forms a heterotrimeric complex with Erp1p, Emp24p, and Erv25p; localized to COPII-coated vesicles; ERP2 has a paralog, ERP4, that arose from the whole genome duplication	Golgi vesicle transport	molecular_function	cytoplasmic vesicle, endomembrane system, endoplasmic reticulum, cytoplasm	"Golgi apparatus, cytoplasm, cytoplasmic membrane-bounded vesicle, molecular_function, transport, vesicle-mediated transport"	10401	BY4739	01_1	
1	D	11	YAL004W	-	-	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; completely overlaps verified gene SSA1/YAL005C	biological_process	molecular_function	cellular_component	"biological_process, cellular_component, molecular_function"	10402	BY4739	01_1	
1	D	12	YAL005C	SSA1	Hsp70 family ATPase SSA1|YG100	ATPase involved in protein folding and NLS-directed nuclear transport; member of HSP70 family; required for ubiquitin-dependent degradation of short-lived proteins; forms chaperone complex with Ydj1p; localized to nucleus, cytoplasm, cell wall; 98% identical to paralog Ssa2p with different functional specificity in propagation of yeast [URE3] prions, vacuolar-mediated degradations of gluconeogenesis enzymes; general targeting factor of Hsp104p to prion fibrils	cytoplasmic translation, transmembrane transport, proteolysis involved in cellular protein catabolic process, protein targeting, mitochondrion organization, protein folding, protein modification by small protein conjugation or removal, nuclear transport	RNA binding, hydrolase activity, unfolded protein binding, ATPase activity	nucleus, vacuole, cell wall, plasma membrane, membrane, cytoplasm	"cell wall, cytoplasm, hydrolase activity, membrane, nucleus, organelle organization and biogenesis, protein binding, protein folding, response to stress, translation, transport, vacuole"	10403	BY4739	01_1	
1	E	1	YAL002W	VPS8	CORVET complex membrane-binding subunit VPS8|VPL8|VPT8|FUN15	Membrane-binding component of the CORVET complex; involved in endosomal vesicle tethering and fusion in the endosome to vacuole protein targeting pathway; interacts with Vps21p; contains RING finger motif	protein targeting, endosomal transport	enzyme binding	membrane, cytoplasmic vesicle, endomembrane system, cytoplasm	"cytoplasm, membrane fraction, molecular_function, transport, vesicle-mediated transport"	10405	BY4739	01_1	
1	E	2	YAR002W	NUP60	FG-nucleoporin NUP60	FG-nucleoporin component of central core of the nuclear pore complex; contributes directly to nucleocytoplasmic transport and maintenance of the nuclear pore complex (NPC) permeability barrier and is involved in gene tethering at the nuclear periphery; relocalizes to the cytosol in response to hypoxia; both NUP1 and NUP60 are homologous to human NUP153	response to heat, peptidyl-amino acid modification, chromatin organization, DNA repair, protein targeting, cellular response to DNA damage stimulus, nucleobase-containing compound transport, regulation of protein modification process, protein modification by small protein conjugation or removal, nuclear transport	ion binding, lipid binding, structural molecule activity	nucleus, endomembrane system, membrane, cytoplasm	"endomembrane system, membrane, nucleus, structural molecule activity, transport"	10407	BY4739	01_1	
1	E	3	YAR003W	SWD1	COMPASS subunit protein SWD1|SAF49|CPS50|FUN16	Subunit of the COMPASS (Set1C) complex; COMPASS methylates histone H3 on lysine 4 and is required in transcriptional silencing near telomeres; WD40 beta propeller superfamily member with similarity to mammalian Rbbp7	peptidyl-amino acid modification, telomere organization, protein alkylation, chromatin organization, histone modification	transferase activity, methyltransferase activity	nucleus	"RNA metabolic process, nucleus, organelle organization and biogenesis, protein modification process, transcription, transferase activity"	10408	BY4739	01_1	
1	E	4	YAR014C	BUD14	protein phosphatase regulator BUD14	Protein involved in bud-site selection; Bud14p-Glc7p complex is a cortical regulator of dynein; forms a complex with Kel1p and Kel2p that regulates Bnr1p (formin) to affect actin cable assembly, cytokinesis, and polarized growth; diploid mutants display a random budding pattern instead of the wild-type bipolar pattern; relative distribution to the nucleus increases upon DNA replication stress	cell morphogenesis, cytoskeleton organization, regulation of organelle organization, cytokinesis, regulation of transport, protein complex biogenesis, regulation of cell cycle	enzyme regulator activity	nucleus, cellular bud, site of polarized growth, cytoplasm	"RNA metabolic process, anatomical structure morphogenesis, cellular bud, cytoskeleton organization and biogenesis, enzyme regulator activity, other, site of polarized growth, transcription"	10413	BY4739	01_1	
1	E	5	YAR015W	ADE1	phosphoribosylaminoimidazolesuccinocarboxamide synthase	N-succinyl-5-aminoimidazole-4-carboxamide ribotide synthetase; required for 'de novo' purine nucleotide biosynthesis; red pigment accumulates in mutant cells deprived of adenine; protein abundance increases in response to DNA replication stress	nucleobase-containing small molecule metabolic process	ligase activity	nucleus, cytoplasm	"cytoplasm, ligase activity, nucleus, other, response to chemical stimulus"	10414	BY4739	01_1	
1	E	6	YAR018C	KIN3	serine/threonine protein kinase KIN3|NPK1|FUN52	Nonessential serine/threonine protein kinase; possible role in DNA damage response; influences tolerance to high levels of ethanol	protein phosphorylation, chromosome segregation	kinase activity, transferase activity	cellular_component	"cellular_component, other, protein kinase activity"	10415	BY4739	01_1	
1	E	7	YAR020C	PAU7	seripauperin PAU7	Member of the seripauperin multigene family; active during alcoholic fermentation, regulated by anaerobiosis, inhibited by oxygen, repressed by heme	biological_process	molecular_function	cellular_component	"biological_process, cellular_component, molecular_function"	10417	BY4739	01_1	
1	E	8	YAR023C	-	DUP240 family protein	Putative integral membrane protein; member of DUP240 gene family	biological_process	molecular_function	cellular_component	"biological_process, cellular_component, molecular_function"	10418	BY4739	01_1	
1	E	9	YAR027W	UIP3	DUP240 family protein UIP3	Putative integral membrane protein of unknown function; interacts with Ulp1p at the nuclear periphery; member of DUP240 gene family	biological_process	molecular_function	nucleus, membrane, endomembrane system, vacuole, cytoplasm	"biological_process, endomembrane system, molecular_function, nucleus"	10419	BY4739	01_1	
1	E	10	YAR028W	-	DUP240 family protein	Putative integral membrane protein; member of DUP240 gene family; GFP-fusion protein is induced in response to the DNA-damaging agent MMS	biological_process	molecular_function	membrane, vacuole, cytoplasm	"biological_process, cellular_component, molecular_function"	10420	BY4739	01_1	
1	E	11	YAR029W	-	DUP240 family protein	Member of DUP240 gene family but contains no transmembrane domains; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm in a punctate pattern	biological_process	molecular_function	cytoplasm	"biological_process, cytoplasm, molecular_function"	10421	BY4739	01_1	
